id,name,popularity,explicit,duration_ms,album_name,album_release_date,artist_names,artist_ids,lyrics
3hiAXk9rqrlY5GGkgvmQIn,Skyer - Revisited,33,False,224000,Skyer (Revisited),2019-12-06,Lauge,72Syhg4FIEracKDa3yumQY,
0u4anDrgR9zyq3XUXiPjId,Bliss,26,False,234765,Tiefgang,2023-03-31,Sine,5R1ovoPm5UcRJXRdyacN13,
5cpGOrHayIbYisR22I5YN5,In One Ear & Out the Other,16,False,215433,Nevertheless,2023-06-09,Chicane,5GxyeQagayzZOg4UwffQlD,
4ywbFGrSZDMudkR4dcM1SL,Unfold,30,False,243692,Unfold,2024-11-22,Michael FK,4Ppqyb0QJec1QNtK0VuuA3,
0rHKGQbfWeMVXmk3SDjwbl,North Beach Oceanside Park,32,False,168000,North Beach Oceanside Park,2022-12-16,Miami Deco,0sCZDZ1GPiBo3Ei7qOXTNt,
7zTVmCEu64PlihJsczoa8j,Restoration,12,False,274666,Restoration,2024-08-28,Omni Two,37WY7cWPXVj5jeeNKhWuD8,
2DcJgbkcus5G7TrJZZwsuh,Homecoming,37,False,98133,Flow State,2019-07-19,Above & Beyond,10gzBoINW3cLJfZUka8Zoe,
2daJNTleEs6jbmOUQGO3vZ,Clarity,22,False,141882,Clarity,2022-02-11,Lightseeds,6OGtOD61GQjlbDhhjJ5ZgC,
6CNg6irkoF2QZfXRF3Zvdu,Savannah,19,False,169140,Savannah,2025-02-21,Crandon Park,4LRsoQvvdoj9acCuulz9ah,
02ht7aTttJ0zbbHQh6jKlL,Time Capsule,37,False,190528,Time Capsule,2020-01-29,Nick Beman,7ow15x0a0qAhy4ZK6xJKGx,
6buqckfc1DYyuieRyaUpYe,Is,40,False,185915,Is,2025-03-07,Ambjientalni & Atmósfaira,3igJrqNVXsWqUGlXyQAHCu,
1IHSlVXXLQOXvCLky1dDm3,Under the Milky Way,40,False,202666,Under the Milky Way,2025-02-07,Kasiedeo,2fIouconWmMk7J1ajs9fmp,
0EIiADMaz2jRbiA8mLwwpq,Finally Quiet,33,False,203520,Finally Quiet,2024-05-24,Martin Grotzke,7eGZSIVdHDp2MSpEoPn1xO,
5YKYsqplFehzWHRsgqEDOA,The White Island - Crandon Park Sunrise Re-Work,28,False,92307,The White Island (Crandon Park Sunrise Re-Work),2022-02-18,"Chill Advisor, Crandon Park","2POmRsS3AGB7NAbw5QBqHj, 4LRsoQvvdoj9acCuulz9ah",
4XUOgHBPqQ0s7NW9NDdwkf,Secret Crete,18,False,244285,Secret Crete,2025-04-04,Chill Advisor,2POmRsS3AGB7NAbw5QBqHj,
